id,grade9,mat9,slo9,ang9,mat1,slo1,ang1,mat2,slo2,ang2,mat3,slo3,ang3,num_of_comp,num_of_awards,num_of_national_comp,num_of_national_awards,all_missed_hours,all_unexcused_hours,num_of_VU,ponavljanje,passed_year3,year3_overall
277,3,2,2,2,3,3,2,3,3,2,3,3,3,0,0,0,0,21,1,0,False,True,3.0
278,2,2,3,3,2,2,2,2,2,2,2,2,2,0,0,0,0,65,2,0,False,True,2.09
279,4,4,4,5,4,3,4,4,4,4,4,4,4,1,0,0,0,3,0,0,False,True,3.92
280,3,3,2,3,2,3,3,2,3,3,2,3,3,1,0,0,0,19,0,0,True,True,2.72
281,4,3,4,5,4,4,3,4,4,4,4,4,4,1,0,0,0,4,0,0,False,True,3.92
282,3,3,3,3,3,3,3,3,3,3,3,3,3,1,0,0,0,27,0,0,False,True,3.02
283,3,4,3,3,3,3,2,3,3,3,3,3,3,0,0,0,0,17,1,0,False,True,3.0
284,3,3,2,2,3,3,3,3,3,2,2,3,3,0,0,0,0,21,0,0,False,True,2.7
285,3,4,3,2,3,2,2,2,2,2,2,2,2,0,0,0,0,54,2,0,False,True,2.09
286,5,5,4,5,4,4,4,4,4,4,4,4,4,0,0,0,0,2,0,0,False,True,3.9
287,4,4,4,5,3,3,5,4,4,4,4,4,4,1,0,0,0,2,0,0,False,True,3.92
288,4,5,4,4,4,3,3,3,3,3,3,3,3,0,0,0,0,29,2,0,False,True,2.99
289,4,3,4,4,4,3,5,4,4,4,4,4,4,1,0,0,0,3,0,0,False,True,3.92
290,3,3,2,2,3,2,3,3,3,3,3,3,3,0,0,0,0,21,2,0,False,True,2.99
291,4,4,4,4,3,5,3,4,4,4,4,4,4,1,1,0,0,6,0,0,False,True,3.95
292,4,4,3,3,3,5,5,4,4,4,4,4,4,0,0,0,0,10,0,0,False,True,3.9
293,5,5,5,5,5,5,5,5,5,5,5,5,5,9,6,3,2,0,0,0,False,True,5.0
294,4,3,4,3,2,3,3,2,3,3,2,3,3,0,0,0,0,25,0,0,False,True,2.7
295,3,5,2,3,3,2,4,3,3,3,3,3,3,0,0,0,0,18,0,0,True,True,3.0
296,5,5,4,4,4,5,5,5,5,5,5,5,5,9,6,5,1,0,0,0,False,True,5.0
297,4,4,3,3,3,3,3,3,3,3,3,3,3,1,0,0,0,30,0,0,False,True,3.02
298,3,3,2,2,2,2,2,2,2,2,2,2,2,0,0,0,0,62,7,0,False,True,2.06
299,3,4,3,3,3,3,2,3,3,2,3,3,3,1,0,0,0,26,0,0,False,True,3.02
300,3,2,2,3,2,3,2,2,2,2,2,2,2,0,0,0,0,63,2,0,True,True,2.09
301,4,4,4,4,3,3,4,3,3,3,3,3,3,0,0,0,0,35,0,0,False,True,3.0
302,3,3,3,3,2,2,4,3,2,3,3,2,3,0,0,0,0,25,0,0,False,True,2.7
303,4,4,3,3,4,2,3,3,3,3,3,3,3,0,0,0,0,18,0,0,False,True,3.0
304,4,3,5,4,3,5,3,3,4,4,4,4,4,1,0,0,0,6,0,0,False,True,3.92
305,3,2,2,2,2,3,3,3,3,3,3,3,3,0,0,0,0,17,0,0,False,True,3.0
306,5,5,5,5,5,4,4,4,4,4,4,4,4,0,0,0,0,5,0,0,False,True,3.9
307,3,4,3,3,3,3,2,3,3,3,3,3,3,1,0,0,0,36,1,0,False,True,3.02
308,5,5,4,4,5,4,4,5,4,4,5,4,4,3,0,0,0,2,0,0,False,True,4.26
309,5,5,4,5,5,5,4,5,5,5,5,5,5,9,6,4,1,1,0,0,False,True,5.0
310,3,4,3,3,3,2,3,3,3,3,3,3,3,0,0,0,0,29,0,0,True,True,3.0
311,4,4,3,4,5,3,3,4,4,4,4,4,4,1,0,0,0,5,0,0,False,True,3.92
312,5,5,5,5,5,5,4,5,5,5,5,5,5,8,5,5,1,0,0,0,False,True,5.0
313,2,2,3,2,2,3,2,2,2,2,2,3,2,0,0,0,0,61,4,0,True,True,2.38
314,2,2,3,2,2,4,2,3,3,2,3,3,2,0,0,0,0,40,3,0,False,True,2.69
315,2,2,2,2,2,2,2,2,2,2,2,2,2,0,0,0,0,66,2,0,False,True,2.09
316,4,5,4,4,4,3,3,3,3,3,3,3,3,0,0,0,0,23,0,0,False,True,3.0
317,3,2,3,2,3,4,2,3,3,3,3,3,3,0,0,0,0,32,0,0,False,True,3.0
318,3,3,2,2,2,2,2,2,2,2,2,2,2,0,0,0,0,58,0,0,False,True,2.1
319,3,5,2,2,3,2,3,3,3,3,3,3,3,0,0,0,0,20,0,0,False,True,3.0
320,2,2,2,2,2,2,2,2,2,2,2,2,2,0,0,0,0,59,4,0,False,True,2.08
321,4,3,4,3,3,3,4,3,3,3,3,3,3,0,0,0,0,24,0,0,False,True,3.0
322,5,5,4,4,5,4,4,5,4,4,5,4,4,2,1,0,0,1,0,0,False,True,4.27
323,3,3,2,2,2,3,2,2,2,2,2,2,2,0,0,0,0,66,5,0,False,True,2.08
324,3,3,3,3,2,2,2,2,2,2,2,2,2,0,0,0,0,75,2,0,True,True,2.09
325,4,3,4,4,3,4,4,4,4,4,4,4,4,2,1,0,0,3,0,0,False,True,3.97
326,3,4,3,3,3,3,3,3,3,3,3,3,3,0,0,0,0,27,0,0,False,True,3.0
327,4,4,4,4,4,3,3,4,3,3,4,3,3,1,0,0,0,13,1,0,False,True,3.31
328,3,2,2,3,2,2,2,2,2,2,2,2,2,0,0,0,0,68,9,0,True,True,2.06
329,4,3,3,3,3,3,3,3,3,3,3,3,3,0,0,0,0,27,0,0,False,True,3.0
330,3,3,2,4,3,2,3,3,3,3,3,3,3,0,0,0,0,23,0,0,False,True,3.0
331,3,3,3,3,3,2,3,3,3,3,3,3,3,0,0,0,0,21,0,0,False,True,3.0
332,3,3,2,3,4,2,2,3,2,2,3,2,2,0,0,0,0,62,4,0,True,True,2.38
333,4,4,4,4,3,4,2,3,4,3,3,3,3,1,0,0,0,17,0,0,False,True,3.02
334,3,2,3,3,2,4,3,3,3,3,3,3,3,1,0,0,0,16,0,0,False,True,3.02
335,3,4,3,3,3,2,2,2,2,2,2,2,2,0,0,0,0,69,3,0,False,True,2.08
336,3,3,3,3,3,3,3,3,3,3,3,3,3,1,0,0,0,28,0,0,False,True,3.02
337,4,3,4,4,3,3,5,4,4,5,4,4,4,0,0,0,0,5,0,0,False,True,3.9
338,5,5,5,5,5,4,5,5,5,5,5,5,5,7,3,0,0,0,0,0,False,True,5.0
339,4,4,3,4,4,3,3,4,3,3,4,3,3,1,0,0,0,11,0,0,False,True,3.32
340,4,4,4,4,3,3,3,3,3,3,3,3,3,0,0,0,0,20,0,0,False,True,3.0
341,4,4,5,5,3,3,5,4,3,4,4,4,4,0,0,0,0,11,0,0,False,True,3.9
342,3,2,3,3,2,2,2,2,3,2,2,2,2,0,0,0,0,71,6,0,False,True,2.07
344,3,4,4,4,3,2,3,3,3,3,3,3,3,0,0,0,0,21,0,0,False,True,3.0
345,3,5,2,3,3,2,2,2,2,2,2,2,2,0,0,0,0,62,1,0,False,True,2.1
346,4,4,3,3,4,3,3,4,3,3,3,3,3,0,0,0,0,21,2,0,False,True,2.99
347,3,3,2,2,3,3,2,3,3,3,3,3,2,0,0,0,0,25,1,0,False,True,2.69
348,4,4,3,3,4,2,3,3,3,3,3,3,3,0,0,0,0,21,0,0,False,True,3.0
349,4,3,4,4,2,4,3,3,4,3,3,3,3,0,0,0,0,18,0,0,False,True,3.0
350,4,4,4,5,4,3,3,3,3,3,3,3,3,0,0,0,0,20,0,0,False,True,3.0
351,4,5,3,4,4,3,3,4,3,3,3,3,3,0,0,0,0,19,0,0,False,True,3.0
352,3,2,3,3,2,2,3,3,2,2,2,2,2,0,0,0,0,52,5,0,False,True,2.08
353,3,5,3,4,3,3,3,3,3,3,3,3,3,0,0,0,0,15,1,0,False,True,3.0
354,3,3,3,3,3,2,3,3,3,3,3,2,3,0,0,0,0,29,1,0,False,True,2.69
355,3,3,3,3,2,2,3,2,2,2,2,2,2,0,0,0,0,60,3,0,False,True,2.08
356,3,4,4,4,4,3,3,3,3,3,3,3,3,0,0,0,0,20,0,0,False,True,3.0
357,4,5,4,4,5,3,4,4,4,4,4,4,4,2,0,0,0,6,0,0,False,True,3.94
358,2,3,2,2,2,2,2,2,2,2,2,2,2,0,0,0,0,48,2,0,False,True,2.09
359,4,3,4,4,3,3,3,3,3,3,3,3,3,0,0,0,0,25,0,0,False,True,3.0
360,4,3,3,3,3,2,5,3,3,4,3,3,4,0,0,0,0,21,0,0,False,True,3.3
361,4,4,4,4,4,4,4,4,4,4,4,4,4,1,0,0,0,1,0,0,False,True,3.92
362,3,3,3,4,3,3,4,3,3,3,3,3,3,0,0,0,0,19,0,0,False,True,3.0
363,4,4,4,4,4,3,3,3,3,3,3,3,3,0,0,0,0,39,0,0,False,True,3.0
364,4,3,4,4,3,3,3,3,3,3,3,3,3,0,0,0,0,24,1,0,False,True,3.0
365,3,3,2,3,2,3,3,3,3,3,3,3,3,0,0,0,0,24,0,0,False,True,3.0
366,4,4,3,4,4,4,3,4,4,4,4,4,4,0,0,0,0,9,0,0,False,True,3.9
367,3,2,4,4,2,3,4,3,3,4,3,3,4,0,0,0,0,15,1,0,False,True,3.29
368,3,2,3,4,3,2,2,2,2,2,2,2,2,0,0,0,0,71,5,0,False,True,2.08
369,3,3,3,2,3,2,2,2,2,3,2,2,2,0,0,0,0,62,1,0,False,True,2.1
370,3,3,2,2,2,2,3,2,2,2,2,2,2,0,0,0,0,78,4,0,False,True,2.08
371,3,3,3,3,3,3,3,3,2,3,3,3,3,0,0,0,0,22,0,0,False,True,3.0
373,3,3,3,3,3,3,3,3,3,3,3,3,3,0,0,0,0,23,1,0,True,True,3.0
374,5,5,5,5,4,5,4,4,4,4,4,4,4,0,0,0,0,5,0,0,False,True,3.9
375,3,4,2,3,3,2,5,3,3,4,3,3,4,0,0,0,0,14,0,0,False,True,3.3
376,3,2,3,3,2,4,3,2,3,3,2,3,3,0,0,0,0,19,0,0,False,True,2.7
377,3,3,4,3,3,2,2,2,2,2,2,2,2,0,0,0,0,62,3,0,False,True,2.08
378,5,5,5,5,4,5,5,5,5,5,5,5,5,5,5,0,0,0,0,0,False,True,5.0
379,3,3,2,3,2,3,3,3,3,3,3,3,3,0,0,0,0,24,1,0,False,True,3.0
380,3,3,3,3,2,3,3,3,3,3,3,3,3,1,0,0,0,29,1,0,False,True,3.02
382,4,3,3,3,3,5,4,4,4,4,4,4,4,0,0,0,0,9,0,0,False,True,3.9
383,5,5,5,5,5,4,4,5,4,4,4,4,4,2,0,0,0,4,0,0,False,True,3.94
384,4,4,4,4,5,4,4,5,4,4,4,4,4,0,0,0,0,5,0,0,False,True,3.9
385,4,5,3,3,4,3,3,3,3,3,3,3,3,0,0,0,0,32,0,0,False,True,3.0
386,5,4,4,5,4,5,5,4,5,4,4,4,4,1,0,0,0,3,0,0,False,True,3.92
387,4,3,4,4,3,4,4,4,4,4,4,4,4,0,0,0,0,12,0,0,False,True,3.9
388,4,5,3,3,5,2,2,4,3,3,3,3,3,0,0,0,0,16,0,0,False,True,3.0
389,2,2,3,2,2,2,2,2,2,2,2,2,2,0,0,0,0,66,2,0,False,True,2.09
390,5,4,5,5,4,5,5,5,5,5,5,5,5,6,4,0,0,0,0,0,False,True,5.0
391,4,3,4,4,4,4,3,4,3,4,4,4,4,1,0,0,0,10,2,0,False,True,3.91
392,2,2,3,3,2,4,2,2,3,2,3,3,3,0,0,0,0,26,1,0,False,True,3.0
393,3,2,3,4,3,2,3,3,3,3,3,3,3,0,0,0,0,21,1,0,False,True,3.0
394,2,3,2,2,2,2,2,2,2,2,2,2,2,0,0,0,0,75,4,0,False,True,2.08
395,5,5,4,4,4,5,5,5,5,5,5,5,5,9,8,5,3,0,0,0,False,True,5.0
397,3,2,3,3,3,3,4,3,3,3,3,3,3,0,0,0,0,33,0,0,False,True,3.0
398,4,4,4,4,4,4,4,4,4,4,4,4,4,2,0,0,0,5,0,0,False,True,3.94
399,4,4,4,4,3,3,3,3,3,3,3,3,3,1,0,0,0,26,0,0,False,True,3.02
400,3,4,3,2,3,2,2,2,2,2,2,2,2,0,0,0,0,71,6,0,False,True,2.07
401,3,3,4,3,3,4,2,3,3,3,3,3,3,1,0,0,0,15,2,0,False,True,3.01
402,5,5,4,4,5,5,4,5,5,5,5,5,5,4,2,0,0,0,0,0,False,True,4.94
403,4,4,3,4,3,3,3,3,3,3,3,3,3,0,0,0,0,25,1,0,False,True,3.0
404,4,5,4,4,4,3,4,4,4,4,4,4,4,0,0,0,0,6,1,0,False,True,3.9
405,3,2,3,2,3,2,3,3,2,3,3,3,3,0,0,0,0,21,0,0,False,True,3.0
406,3,3,2,3,2,2,2,2,2,2,2,2,2,0,0,0,0,63,4,0,False,True,2.08
407,3,3,3,2,3,4,2,3,3,3,3,3,3,2,0,0,0,27,5,0,False,True,3.02
408,3,4,2,2,3,3,2,3,3,2,3,3,3,0,0,0,0,31,0,0,False,True,3.0
409,3,2,3,2,2,3,2,2,2,2,2,2,2,0,0,0,0,53,2,0,False,True,2.09
410,4,5,4,3,4,3,2,3,3,3,3,3,3,0,0,0,0,24,0,0,False,True,3.0
411,5,5,4,5,5,4,5,5,5,5,5,5,5,8,5,3,2,0,0,0,False,True,5.0
412,3,4,3,3,2,2,2,2,2,2,2,2,2,0,0,0,0,70,4,0,False,True,2.08
413,5,5,4,4,5,5,5,5,5,5,5,5,5,8,5,3,1,0,0,0,False,True,5.0
414,5,5,4,5,4,4,5,4,4,4,4,4,4,2,1,0,0,5,0,0,False,True,3.97
415,5,5,5,5,4,4,5,4,4,4,4,4,4,3,3,0,0,4,0,0,False,True,4.05
416,4,4,5,5,4,3,4,4,4,4,4,4,4,0,0,0,0,2,0,0,False,True,3.9
417,3,3,2,2,2,2,2,2,2,2,2,2,3,0,0,0,0,73,1,0,True,True,2.4
418,3,4,3,3,3,3,3,3,3,3,3,3,2,0,0,0,0,17,0,0,False,True,2.7
419,5,5,5,5,5,5,5,5,5,5,5,5,5,9,6,6,2,0,0,0,False,True,5.0
420,5,4,5,5,5,5,4,5,5,5,5,5,5,9,6,3,2,0,0,0,False,True,5.0
421,5,5,4,4,4,4,5,4,4,4,4,4,4,1,0,0,0,3,0,0,False,True,3.92
422,3,3,3,3,3,2,3,3,3,3,3,3,3,2,0,0,0,27,3,0,False,True,3.03
423,4,3,3,4,2,2,3,3,2,2,2,2,2,0,0,0,0,72,5,0,False,True,2.08
424,5,4,4,5,4,4,5,4,4,4,4,4,4,3,1,0,0,1,0,0,False,True,3.99
425,4,4,4,3,3,4,2,3,4,3,3,3,3,1,0,0,0,24,0,0,False,True,3.02
426,3,5,3,3,3,2,2,2,2,2,2,2,2,0,0,0,0,70,6,0,False,True,2.07
427,5,5,5,4,4,4,3,4,4,4,4,4,4,2,0,0,0,3,0,0,False,True,3.94
428,3,5,4,3,3,3,2,3,3,2,3,3,2,0,0,0,0,25,1,0,False,True,2.69
429,3,3,2,2,3,3,2,3,3,3,3,3,3,0,0,0,0,28,0,0,False,True,3.0
430,2,2,2,2,2,2,2,2,2,2,2,2,2,0,0,0,0,53,3,0,False,True,2.08
431,4,4,3,3,2,3,4,2,3,3,3,3,3,0,0,0,0,39,0,0,False,True,3.0
432,4,5,5,4,4,3,3,3,3,3,3,3,3,0,0,0,0,31,0,0,False,True,3.0
433,4,4,5,4,4,3,4,4,4,4,4,4,4,0,0,0,0,7,0,0,False,True,3.9
434,3,4,3,3,3,3,2,3,3,3,3,2,3,0,0,0,0,20,0,0,True,True,2.7
435,4,5,4,5,4,3,4,4,4,4,4,4,4,1,0,0,0,0,0,0,False,True,3.92
436,3,2,3,4,3,3,3,3,3,3,3,3,3,0,0,0,0,22,0,0,False,True,3.0
437,3,3,3,3,2,3,2,2,2,2,2,2,2,0,0,0,0,70,4,0,False,True,2.08
438,4,4,4,4,4,3,4,4,4,4,4,4,4,1,0,0,0,3,0,0,False,True,3.92
439,3,2,3,2,2,4,2,2,3,3,3,3,3,0,0,0,0,19,0,0,False,True,3.0
440,4,4,4,4,4,3,4,4,4,4,4,4,4,1,0,0,0,3,0,0,False,True,3.92
441,2,2,2,2,2,2,2,2,2,2,2,2,2,0,0,0,0,70,0,0,False,True,2.1
442,2,3,2,2,3,2,2,2,2,2,2,2,2,0,0,0,0,55,5,0,False,True,2.08
443,3,4,4,4,3,3,3,3,3,3,3,3,3,0,0,0,0,30,1,0,False,True,3.0
444,3,5,3,3,3,2,4,3,2,3,3,2,3,0,0,0,0,24,1,0,True,True,2.69
445,3,4,2,3,3,2,3,3,3,3,3,3,3,1,0,0,0,24,1,0,False,True,3.02
446,4,4,4,4,4,4,4,4,4,4,4,4,4,1,0,0,0,5,0,0,False,True,3.92
447,3,3,4,3,4,3,3,3,3,3,3,3,3,0,0,0,0,25,0,0,False,True,3.0
448,3,2,3,3,2,3,2,2,2,3,2,2,3,0,0,0,0,65,2,0,False,True,2.39
449,3,5,3,3,3,2,3,3,3,3,3,3,3,1,0,0,0,24,1,0,False,True,3.02
450,2,2,2,3,2,2,2,2,2,2,2,2,2,0,0,0,0,65,1,0,False,True,2.1
451,4,4,3,4,4,5,3,4,5,4,4,4,4,0,0,0,0,1,0,0,False,True,3.9
452,3,5,3,4,3,2,2,2,2,2,2,2,3,0,0,0,0,66,6,0,True,True,2.37
453,3,4,3,3,3,3,2,3,3,2,3,3,3,0,0,0,0,21,1,0,False,True,3.0
454,4,4,4,4,3,4,3,3,4,3,3,4,4,1,0,0,0,15,0,0,False,True,3.62
455,3,2,2,3,2,2,2,2,2,2,2,2,2,0,0,0,0,75,5,0,False,True,2.08
456,4,3,4,4,3,3,3,3,3,3,3,3,3,0,0,0,0,16,0,0,False,True,3.0
457,5,4,4,4,4,4,5,4,4,5,4,4,5,1,0,0,0,4,0,0,False,True,4.22
458,3,4,2,3,2,3,4,3,3,3,3,3,3,0,0,0,0,18,0,0,False,True,3.0
459,2,2,2,2,2,2,2,2,2,2,2,2,2,0,0,0,0,74,9,0,False,True,2.06
460,3,4,3,3,2,2,2,2,2,2,2,2,2,0,0,0,0,67,5,0,False,True,2.08
461,3,4,3,3,3,4,3,3,3,3,3,3,3,0,0,0,0,16,0,0,False,True,3.0
462,3,3,2,3,2,2,3,2,2,2,2,2,2,0,0,0,0,66,7,0,True,True,2.06
463,3,3,3,3,3,2,3,3,3,3,3,3,3,0,0,0,0,23,0,0,False,True,3.0
464,3,2,4,3,2,3,3,2,3,3,3,3,3,1,0,0,0,27,1,0,False,True,3.02
465,3,3,3,2,4,3,3,4,3,3,4,3,3,2,0,0,0,9,0,0,False,True,3.34
466,5,5,5,5,5,4,4,5,4,4,4,4,4,1,0,0,0,3,0,0,False,True,3.92
467,3,4,3,3,4,2,3,3,3,3,3,3,3,0,0,0,0,25,1,0,False,True,3.0
468,4,3,4,4,3,4,4,3,4,4,4,4,4,1,0,0,0,4,0,0,False,True,3.92
469,4,5,4,4,4,4,3,4,4,4,4,4,4,2,1,0,0,3,0,0,False,True,3.97
470,3,2,3,3,3,3,2,3,3,3,3,3,3,0,0,0,0,32,0,0,False,True,3.0
471,3,3,3,3,5,4,2,4,4,3,4,4,3,0,0,0,0,11,0,0,False,True,3.6
472,3,4,2,3,3,3,2,3,3,3,3,3,3,0,0,0,0,31,2,0,False,True,2.99
473,4,4,5,5,4,4,3,4,4,4,4,4,4,1,0,0,0,0,0,0,False,True,3.92
474,2,2,3,2,2,2,2,2,2,2,2,2,2,0,0,0,0,56,3,0,False,True,2.08
475,2,3,3,3,3,2,2,2,2,2,2,2,2,1,0,0,0,63,1,0,False,True,2.12
476,5,5,5,5,4,4,5,4,4,4,4,4,4,1,1,0,0,8,0,0,False,True,3.95
477,4,4,3,3,4,3,3,3,3,3,3,3,3,0,0,0,0,18,0,0,False,True,3.0
478,3,5,3,3,3,2,2,2,2,2,2,2,2,0,0,0,0,63,6,0,True,True,2.07
479,3,4,3,3,3,2,3,3,3,3,3,3,3,0,0,0,0,26,2,0,False,True,2.99
480,5,5,4,4,5,4,4,5,4,4,5,4,4,1,0,0,0,5,0,0,False,True,4.22
481,4,5,4,3,3,3,4,3,3,4,3,3,4,0,0,0,0,9,0,0,False,True,3.3
482,5,5,5,5,5,5,5,5,5,5,5,5,5,8,5,4,0,1,0,0,False,True,5.0
483,4,4,4,3,3,3,3,3,3,3,3,3,3,0,0,0,0,24,0,0,False,True,3.0
484,3,2,3,2,3,2,3,3,3,3,3,3,3,0,0,0,0,24,0,0,False,True,3.0
485,4,4,4,4,3,4,4,4,4,4,4,4,4,0,0,0,0,4,0,0,False,True,3.9
486,4,3,4,4,4,5,4,4,4,4,4,4,4,2,0,0,0,2,0,0,False,True,3.94
487,3,3,4,3,2,3,2,2,2,2,2,2,2,0,0,0,0,80,4,0,False,True,2.08
488,2,2,2,2,2,2,2,3,2,2,2,2,2,0,0,0,0,80,5,0,True,True,2.08
489,4,4,4,4,3,3,4,3,3,3,3,3,3,0,0,0,0,26,0,0,False,True,3.0
490,3,2,3,3,3,2,3,3,3,3,3,3,3,0,0,0,0,34,0,0,False,True,3.0
491,4,5,4,5,5,3,3,4,4,4,4,4,4,0,0,0,0,10,0,0,False,True,3.9
492,4,4,4,4,4,3,4,4,4,4,4,4,4,0,0,0,0,4,0,0,False,True,3.9
494,2,2,2,2,2,2,2,2,2,2,2,2,2,0,0,0,0,66,2,0,False,True,2.09
495,4,4,5,5,4,4,4,4,4,4,4,4,4,0,0,0,0,6,0,0,False,True,3.9
496,4,5,5,4,3,4,3,3,3,3,3,3,3,1,0,0,0,15,0,0,False,True,3.02
497,3,2,3,3,3,2,2,2,2,2,2,2,2,0,0,0,0,65,3,0,True,True,2.08
498,3,4,3,3,3,4,3,3,3,3,3,3,3,0,0,0,0,20,0,0,False,True,3.0
499,3,4,2,3,3,3,2,3,3,3,3,3,3,0,0,0,0,39,0,0,False,True,3.0
500,3,3,3,3,2,3,3,2,3,3,3,2,3,0,0,0,0,24,1,0,False,True,2.69
501,3,3,2,2,3,2,2,2,2,2,2,2,2,0,0,0,0,64,5,0,False,True,2.08
502,3,3,2,3,3,2,4,3,2,3,3,3,3,0,0,0,0,27,3,0,False,True,2.99
503,3,3,2,3,2,3,2,2,2,2,2,2,2,0,0,0,0,62,3,0,True,True,2.08
504,5,5,4,4,5,4,4,4,4,4,4,4,4,0,0,0,0,2,0,0,False,True,3.9
505,3,3,3,4,3,2,3,3,3,3,3,3,3,0,0,0,0,22,0,0,True,True,3.0
506,5,5,4,3,4,5,4,4,4,4,4,4,4,1,0,0,0,1,0,0,False,True,3.92
507,5,4,5,5,5,4,4,5,4,4,4,4,4,1,0,0,0,4,0,0,False,True,3.92
508,5,5,5,5,5,5,4,5,5,5,5,5,5,8,8,6,1,0,0,0,False,True,5.0
509,4,4,4,5,3,3,4,3,3,4,3,3,3,0,0,0,0,14,0,0,False,True,3.0
510,5,5,4,5,5,4,4,4,4,4,4,4,4,1,0,0,0,7,0,0,False,True,3.92
511,5,5,4,5,5,4,4,4,4,4,4,4,4,2,0,0,0,3,0,0,False,True,3.94
512,4,3,4,3,2,3,3,3,3,3,3,3,3,0,0,0,0,27,0,0,False,True,3.0
513,2,2,2,2,2,2,2,2,2,2,2,2,2,0,0,0,0,58,2,0,False,True,2.09
514,4,4,4,4,3,3,5,4,4,5,4,4,5,3,2,0,0,2,0,0,False,True,4.32
515,2,3,2,2,2,2,2,2,2,2,2,2,2,0,0,0,0,61,2,0,False,True,2.09
516,4,4,3,4,3,3,3,3,3,3,3,3,3,0,0,0,0,22,0,0,False,True,3.0
517,4,5,4,4,3,4,4,4,4,4,4,4,4,1,0,0,0,6,0,0,False,True,3.92
519,3,3,3,3,2,4,3,3,3,3,3,3,3,0,0,0,0,35,0,0,False,True,3.0
520,3,4,3,3,3,3,3,3,3,3,3,3,3,0,0,0,0,24,1,0,False,True,3.0
521,5,5,5,5,5,5,4,5,5,5,5,5,5,4,4,0,0,0,0,0,False,True,5.0
522,4,5,4,4,3,4,3,3,4,3,3,4,3,0,0,0,0,16,0,0,False,True,3.3
523,3,4,2,3,4,2,3,3,3,3,3,3,3,0,0,0,0,22,1,0,False,True,3.0
524,4,3,4,5,4,4,4,4,4,4,4,4,4,0,0,0,0,8,0,0,False,True,3.9
525,3,3,3,3,2,3,2,2,2,2,2,2,2,0,0,0,0,66,2,0,False,True,2.09
526,3,4,3,3,3,3,5,4,4,4,4,4,4,1,1,0,0,1,0,0,False,True,3.95
527,2,2,2,2,2,2,2,2,2,2,2,3,2,0,0,0,0,58,3,0,True,True,2.39
528,3,3,3,4,4,3,4,4,4,4,4,4,4,0,0,0,0,8,0,0,False,True,3.9
529,2,3,2,2,3,2,2,2,2,2,2,2,2,0,0,0,0,69,9,0,False,True,2.06
530,3,4,3,3,3,4,2,3,3,2,3,2,3,0,0,0,0,26,0,0,False,True,2.7
531,3,2,3,2,2,2,2,2,2,2,2,2,2,0,0,0,0,62,3,0,False,True,2.08
532,4,4,5,5,3,4,4,4,4,4,4,4,4,1,0,0,0,3,0,0,False,True,3.92
533,5,4,4,4,4,3,5,4,4,4,4,4,4,0,0,0,0,3,0,0,False,True,3.9
534,5,4,5,5,4,4,4,4,4,4,4,4,4,2,0,0,0,5,0,0,False,True,3.94
535,2,2,3,2,2,3,2,2,2,2,2,2,2,0,0,0,0,72,3,0,False,True,2.08
536,2,2,2,2,2,2,2,2,2,2,2,2,2,0,0,0,0,68,3,0,True,True,2.08
537,2,2,2,3,2,2,3,2,2,2,2,2,2,0,0,0,0,78,3,0,False,True,2.08
538,4,5,5,5,4,4,4,4,4,4,4,4,4,0,0,0,0,7,0,0,False,True,3.9
539,4,5,3,3,4,3,4,4,4,4,4,4,4,1,0,0,0,7,0,0,False,True,3.92
540,4,4,3,3,3,5,4,4,4,4,4,4,4,0,0,0,0,11,0,0,False,True,3.9
541,3,2,3,2,3,2,2,2,2,2,2,2,2,0,0,0,0,68,5,0,False,True,2.08
542,3,2,3,3,2,2,3,2,2,2,2,2,2,0,0,0,0,56,3,0,False,True,2.08
543,3,2,3,3,2,2,2,2,2,2,2,2,2,0,0,0,0,71,4,0,False,True,2.08
544,3,3,3,3,3,3,2,3,3,3,3,3,3,0,0,0,0,23,1,0,False,True,3.0
545,4,3,5,5,3,4,4,4,4,4,4,4,4,2,1,0,0,3,0,0,False,True,3.97
546,3,3,3,3,3,2,3,3,3,3,3,3,3,0,0,0,0,30,0,0,False,True,3.0
547,4,3,4,4,3,3,3,3,3,3,3,3,3,0,0,0,0,26,0,0,False,True,3.0
548,4,4,4,3,4,4,3,4,4,4,4,4,4,1,0,0,0,2,0,0,False,True,3.92
549,3,2,2,2,3,2,2,2,2,2,2,2,2,0,0,0,0,67,3,0,False,True,2.08
550,3,3,3,2,2,2,2,2,2,3,2,2,2,0,0,0,0,65,4,0,False,True,2.08
551,5,5,5,5,5,4,4,4,4,4,4,4,4,1,1,0,0,7,0,0,False,True,3.95
552,5,5,4,4,4,5,5,5,5,5,5,5,5,7,4,0,0,0,0,0,False,True,5.0
553,4,4,3,4,3,2,3,3,3,3,3,3,3,1,0,0,0,27,0,0,False,True,3.02
554,5,5,4,5,4,5,5,5,5,5,5,5,5,4,3,0,0,1,0,0,False,True,4.97
555,4,3,4,5,2,3,3,3,3,3,3,3,3,0,0,0,0,17,1,0,False,True,3.0
556,3,5,2,2,2,3,2,2,3,2,2,3,2,0,0,0,0,69,7,0,False,True,2.37
557,3,4,3,3,2,4,4,3,3,3,3,3,3,1,0,0,0,19,0,0,False,True,3.02
558,3,4,3,3,2,4,2,3,3,3,3,3,3,0,0,0,0,22,0,0,False,True,3.0
559,5,5,4,5,4,4,5,4,4,4,4,4,4,2,0,0,0,2,0,0,False,True,3.94
