id,grade9,mat9,slo9,ang9,mat1,slo1,ang1,mat2,slo2,ang2,num_of_comp,num_of_awards,num_of_national_comp,num_of_national_awards,all_missed_hours,all_unexcused_hours,num_of_VU,retake,passed_year2,year2_overall
326,4,5,3,4,5,3,4,4,4,4,2,1,0,0,3,0,0,False,True,3.97
327,4,2,3,4,3,3,3,2,3,3,0,0,0,0,44,0,0,True,True,2.7
328,3,3,3,3,3,3,3,3,3,3,0,0,0,0,34,0,0,False,True,3.0
329,5,5,5,5,5,5,4,5,5,5,4,1,0,0,2,0,0,False,True,4.91
330,3,5,3,3,4,4,3,4,4,4,3,1,0,0,2,0,0,False,True,3.99
331,4,4,3,4,3,3,4,3,3,3,0,0,0,0,22,1,0,False,True,3.0
332,4,2,3,4,3,4,4,4,4,4,0,0,0,0,11,0,0,False,True,3.9
334,2,2,2,3,2,2,3,2,2,3,0,0,0,0,62,3,0,True,True,2.39
335,4,3,4,4,3,4,4,4,4,4,2,0,0,0,7,0,0,False,True,3.94
336,5,5,5,5,5,5,5,5,5,5,9,7,6,1,0,0,0,False,True,5.0
337,5,4,4,4,5,4,4,4,4,4,1,0,0,0,13,0,0,False,True,3.92
338,3,2,3,3,3,3,3,3,3,3,0,0,0,0,32,0,0,False,True,3.0
340,2,2,2,2,2,2,2,2,2,2,0,0,0,0,142,8,0,True,True,2.06
341,3,2,2,3,2,3,2,2,3,2,0,0,0,0,65,3,0,False,True,2.39
342,5,4,4,4,5,5,4,5,5,5,8,3,2,0,0,0,0,False,True,5.0
343,2,2,3,4,2,2,2,2,2,2,0,0,0,0,87,6,0,False,True,2.07
344,2,2,2,2,2,2,2,1,3,2,0,0,0,0,75,5,0,True,False,2.08
345,4,3,4,4,4,4,3,4,4,4,2,0,0,0,3,0,0,False,True,3.94
346,5,4,5,5,5,5,5,5,5,5,5,3,2,0,0,0,0,False,True,5.0
347,5,4,5,5,4,5,5,5,5,5,5,2,1,1,1,0,0,False,True,5.0
348,3,3,4,3,2,3,2,2,3,3,0,0,0,0,71,2,0,True,True,2.69
349,2,3,2,2,2,2,2,3,2,2,0,0,0,0,106,4,0,True,True,2.38
351,5,3,5,5,5,5,4,5,5,5,7,6,4,1,1,0,0,False,True,5.0
352,4,5,4,5,4,4,4,4,4,4,4,0,0,0,5,0,0,False,True,3.98
353,3,2,3,4,2,2,3,2,2,2,0,0,0,0,62,2,0,False,True,2.09
354,2,2,2,2,2,2,2,2,2,2,0,0,0,0,113,7,0,True,True,2.06
355,4,3,3,3,3,4,4,3,4,4,3,0,0,0,18,0,0,False,True,3.66
356,3,4,3,3,3,3,3,3,3,3,0,0,0,0,22,0,0,False,True,3.0
357,4,3,4,4,3,4,4,3,4,4,0,0,0,0,9,0,0,False,True,3.6
358,2,2,2,2,2,2,2,2,2,2,0,0,0,0,107,4,0,False,True,2.08
359,4,2,4,4,3,4,4,4,4,4,1,0,0,0,3,0,0,False,True,3.92
360,5,5,4,5,4,4,5,4,4,4,1,0,0,0,3,0,0,False,True,3.92
361,3,4,3,2,3,2,3,2,3,3,0,0,0,0,44,1,0,True,True,2.69
362,4,4,3,4,4,3,4,4,4,4,1,1,0,0,8,0,0,False,True,3.95
363,5,4,4,4,5,4,4,4,4,4,3,0,0,0,1,0,0,False,True,3.96
364,3,4,3,4,4,3,3,4,3,3,0,0,0,0,24,0,0,False,True,3.3
365,3,3,2,3,3,2,3,3,3,3,0,0,0,0,33,0,0,False,True,3.0
366,3,3,4,3,3,3,3,3,3,3,0,0,0,0,17,0,0,False,True,3.0
367,3,5,4,4,3,4,3,3,3,3,0,0,0,0,23,0,0,False,True,3.0
368,3,2,3,3,2,3,3,3,3,3,0,0,0,0,19,0,0,False,True,3.0
369,5,3,4,4,3,4,5,4,4,4,0,0,0,0,1,0,0,False,True,3.9
370,5,4,4,5,5,4,5,5,5,5,6,5,5,0,1,0,0,False,True,5.0
371,3,3,3,3,3,3,4,3,3,3,0,0,0,0,21,0,0,False,True,3.0
372,4,4,3,4,4,3,3,3,3,3,0,0,0,0,13,0,0,False,True,3.0
373,4,4,3,3,4,2,3,3,3,3,1,0,0,0,15,1,0,False,True,3.02
374,5,5,4,5,4,4,4,4,4,4,2,0,0,0,5,0,0,False,True,3.94
375,3,2,3,4,3,3,4,3,3,3,0,0,0,0,23,0,0,False,True,3.0
376,3,3,3,3,3,3,3,3,3,3,0,0,0,0,29,1,0,False,True,3.0
377,3,2,3,4,2,2,4,3,2,3,0,0,0,0,26,1,0,False,True,2.69
378,2,2,2,2,2,2,2,2,2,2,0,0,0,0,116,9,0,True,True,2.06
379,3,3,4,4,2,3,3,3,3,3,0,0,0,0,28,1,0,False,True,3.0
380,5,5,4,4,4,5,4,4,4,4,0,0,0,0,6,0,0,False,True,3.9
381,5,5,4,5,4,4,4,4,4,4,4,2,0,0,1,0,0,False,True,4.04
382,3,3,2,2,3,3,2,3,3,3,0,0,0,0,19,0,0,False,True,3.0
383,3,5,3,3,4,2,3,3,3,3,0,0,0,0,18,0,0,False,True,3.0
384,3,3,3,3,3,3,2,4,2,3,0,0,0,0,32,1,0,True,True,3.0
385,2,2,2,3,2,2,2,2,2,2,0,0,0,0,115,11,1,True,True,2.0
386,3,4,3,3,3,3,2,3,3,3,0,0,0,0,19,2,0,False,True,2.99
387,3,2,3,3,2,3,2,3,2,3,0,0,0,0,50,0,0,True,True,2.7
388,4,3,3,4,5,3,4,5,4,4,2,0,0,0,1,0,0,False,True,4.24
389,3,2,3,3,2,3,3,3,3,3,0,0,0,0,20,1,0,False,True,3.0
390,2,3,2,2,2,2,2,2,2,2,0,0,0,0,97,5,0,False,True,2.08
391,3,2,4,3,3,3,3,3,3,3,0,0,0,0,25,3,0,False,True,2.99
392,3,4,4,4,3,3,3,3,3,3,1,0,0,0,23,0,0,False,True,3.02
393,3,2,3,3,3,3,2,3,3,3,0,0,0,0,28,1,0,False,True,3.0
394,2,3,2,3,2,2,2,2,3,3,0,0,0,0,58,1,0,True,True,2.69
395,4,4,3,4,3,4,4,4,4,4,1,0,0,0,6,0,0,False,True,3.92
396,3,2,3,3,3,3,3,3,3,3,1,0,0,0,16,0,0,False,True,3.02
397,5,5,4,5,5,5,5,5,5,5,6,3,2,2,0,0,0,False,True,5.0
398,5,4,5,5,4,5,4,4,5,5,2,1,0,0,0,0,0,False,True,4.57
399,3,4,4,4,3,3,3,3,3,3,0,0,0,0,29,1,0,False,True,3.0
400,3,4,3,3,3,2,3,3,3,3,0,0,0,0,25,0,0,False,True,3.0
401,4,5,3,3,4,5,3,4,4,4,1,0,0,0,8,0,0,False,True,3.92
402,5,4,4,5,5,5,5,5,5,5,4,1,1,1,0,0,0,False,True,4.99
403,2,2,2,2,2,2,2,2,2,2,0,0,0,0,81,5,0,False,True,2.08
404,3,2,3,3,3,2,3,3,3,3,0,0,0,0,21,1,0,False,True,3.0
405,3,3,3,3,3,4,4,2,5,4,0,0,0,0,4,0,0,True,True,3.6
406,3,3,3,4,2,3,3,3,3,3,0,0,0,0,19,0,0,False,True,3.0
407,2,2,2,2,2,2,2,2,2,2,0,0,0,0,78,5,0,False,True,2.08
408,4,4,3,4,4,3,4,4,4,4,0,0,0,0,2,0,0,False,True,3.9
409,3,4,3,3,4,3,3,3,3,3,0,0,0,0,39,3,0,False,True,2.99
410,3,4,3,3,3,3,3,3,3,3,0,0,0,0,19,0,0,False,True,3.0
411,3,2,3,4,3,3,3,3,3,3,0,0,0,0,27,1,0,False,True,3.0
412,3,3,3,4,2,3,3,2,3,3,0,0,0,0,24,0,0,False,True,2.7
413,5,4,4,5,5,4,5,4,4,4,1,0,0,0,2,0,0,False,True,3.92
414,3,4,3,3,3,3,3,3,3,3,1,0,0,0,20,0,0,False,True,3.02
415,3,2,3,3,3,3,3,3,3,3,0,0,0,0,25,0,0,False,True,3.0
416,5,3,4,4,4,4,4,4,4,4,0,0,0,0,2,0,0,False,True,3.9
417,4,4,3,4,4,4,4,4,4,4,2,1,0,0,1,0,0,False,True,3.97
418,5,4,5,5,5,5,5,5,5,5,8,3,2,1,0,0,0,False,True,5.0
419,5,4,5,5,5,5,5,5,5,5,7,2,1,0,1,0,0,False,True,5.0
420,2,2,2,2,2,2,2,2,2,2,0,0,0,0,101,6,0,True,True,2.07
421,3,3,3,4,2,4,3,3,3,3,0,0,0,0,35,1,0,False,True,3.0
422,3,2,3,3,3,2,3,3,3,3,0,0,0,0,29,0,0,False,True,3.0
423,4,3,4,4,4,4,4,4,4,4,0,0,0,0,5,0,0,False,True,3.9
424,4,4,3,4,4,3,4,4,4,4,2,0,0,0,6,0,0,False,True,3.94
425,4,2,3,3,3,4,4,4,4,4,3,1,0,0,5,0,0,False,True,3.99
426,4,3,3,4,4,4,4,4,4,4,1,0,0,0,3,0,0,False,True,3.92
427,5,4,4,4,4,4,4,4,4,4,4,0,0,0,5,0,0,False,True,3.98
428,2,2,2,2,2,2,2,2,2,2,0,0,0,0,113,5,0,False,True,2.08
429,4,3,5,5,3,4,4,4,4,4,2,0,0,0,5,0,0,False,True,3.94
430,3,3,3,3,3,3,4,3,3,3,0,0,0,0,27,2,0,False,True,2.99
431,5,3,5,5,4,5,4,4,4,4,1,0,0,0,5,0,0,False,True,3.92
432,3,4,3,3,4,3,3,4,3,3,1,0,0,0,18,1,0,False,True,3.31
433,3,2,2,3,3,3,3,3,3,3,0,0,0,0,37,1,0,False,True,3.0
434,3,2,4,4,2,3,2,2,3,2,0,0,0,0,48,5,0,False,True,2.38
435,2,2,2,2,2,2,2,2,3,2,0,0,0,0,73,4,0,True,True,2.38
436,3,4,3,3,3,4,3,3,4,3,0,0,0,0,14,0,0,False,True,3.3
437,5,5,4,5,4,4,4,4,4,4,1,0,0,0,0,0,0,False,True,3.92
438,5,5,5,5,5,4,4,4,4,4,2,0,0,0,2,0,0,False,True,3.94
439,5,5,5,5,5,4,5,5,5,5,5,1,1,0,0,0,0,False,True,4.96
440,4,4,3,5,4,4,4,4,4,4,0,0,0,0,5,0,0,False,True,3.9
441,3,5,2,2,4,3,3,4,3,3,0,0,0,0,20,1,0,False,True,3.29
442,3,2,2,2,2,2,2,2,2,2,0,0,0,0,107,4,0,True,True,2.08
443,3,2,3,3,3,2,3,3,3,3,0,0,0,0,19,0,0,False,True,3.0
444,4,3,3,4,3,3,4,3,3,3,1,0,0,0,20,1,0,False,True,3.02
445,3,3,3,3,4,3,2,4,2,2,0,0,0,0,43,6,0,True,True,2.67
446,3,2,3,3,2,4,4,3,3,4,0,0,0,0,25,0,0,False,True,3.3
447,4,4,3,4,4,3,4,4,4,4,1,0,0,0,3,0,0,False,True,3.92
448,5,5,4,4,5,4,4,5,4,4,3,2,0,0,1,0,0,False,True,4.32
449,3,2,3,3,3,3,3,3,3,3,0,0,0,0,26,0,0,False,True,3.0
450,3,2,3,3,2,3,3,2,3,3,0,0,0,0,29,0,0,False,True,2.7
451,3,4,4,4,4,4,3,4,4,4,2,0,0,0,4,0,0,False,True,3.94
452,4,3,4,4,3,4,4,4,4,4,1,0,0,0,6,0,0,False,True,3.92
453,5,5,5,5,4,5,5,5,5,5,5,1,1,0,0,0,0,False,True,4.96
454,3,2,3,4,2,3,3,3,3,3,0,0,0,0,21,1,0,False,True,3.0
455,4,5,3,4,4,3,3,3,3,3,0,0,0,0,22,0,0,False,True,3.0
456,2,2,2,2,2,2,2,2,2,2,0,0,0,0,84,5,0,False,True,2.08
457,4,5,3,4,4,3,5,4,4,4,0,0,0,0,4,0,0,False,True,3.9
458,5,5,4,5,5,4,4,4,4,4,0,0,0,0,7,0,0,False,True,3.9
459,3,3,2,3,3,3,3,3,3,3,0,0,0,0,16,0,0,False,True,3.0
460,3,5,3,4,3,3,3,3,3,3,0,0,0,0,31,1,0,False,True,3.0
461,4,2,3,4,3,4,4,4,4,4,0,0,0,0,3,0,0,False,True,3.9
462,4,4,3,4,3,4,4,4,4,4,1,0,0,0,7,0,0,False,True,3.92
463,3,2,4,4,3,3,4,3,3,3,0,0,0,0,21,0,0,False,True,3.0
464,5,4,4,5,4,4,5,4,4,5,2,0,0,0,4,0,0,False,True,4.24
465,3,2,4,4,3,3,3,3,3,3,0,0,0,0,25,0,0,False,True,3.0
466,3,5,4,4,4,3,3,3,3,3,0,0,0,0,23,1,0,False,True,3.0
467,5,4,4,4,4,4,5,4,4,5,3,0,0,0,1,0,0,False,True,4.26
468,2,2,2,3,2,2,3,2,2,2,0,0,0,0,96,3,0,False,True,2.08
470,4,3,4,5,3,4,4,3,4,4,0,0,0,0,6,0,0,False,True,3.6
471,5,5,4,5,5,4,4,4,4,4,2,0,0,0,9,0,0,False,True,3.94
472,3,3,2,3,3,2,3,3,3,3,0,0,0,0,24,0,0,False,True,3.0
473,3,2,3,3,3,3,3,3,3,3,0,0,0,0,20,0,0,False,True,3.0
474,3,2,3,4,3,3,3,3,3,2,0,0,0,0,45,2,0,True,True,2.69
475,3,4,3,4,2,3,4,3,3,3,0,0,0,0,31,0,0,False,True,3.0
476,2,2,2,2,2,2,2,2,2,2,0,0,0,0,130,5,0,True,True,2.08
477,4,4,4,4,3,4,4,4,4,4,0,0,0,0,3,0,0,False,True,3.9
478,2,2,2,2,2,2,2,2,2,2,0,0,0,0,133,9,0,True,True,2.06
479,3,5,3,3,4,2,2,3,3,3,0,0,0,0,30,2,0,False,True,2.99
480,3,2,4,4,2,3,3,2,3,3,0,0,0,0,24,1,0,False,True,2.69
481,5,4,5,5,5,4,5,5,5,5,6,2,1,0,0,0,0,False,True,5.0
482,2,2,2,3,2,2,2,2,2,2,0,0,0,0,60,2,0,False,True,2.09
483,3,2,3,4,2,2,3,2,2,2,0,0,0,0,72,7,0,False,True,2.06
484,2,4,2,2,3,2,2,2,2,2,0,0,0,0,83,8,0,False,True,2.06
485,3,4,4,3,3,3,2,3,3,3,0,0,0,0,19,1,0,False,True,3.0
486,3,4,4,4,4,4,3,4,4,4,2,0,0,0,6,0,0,False,True,3.94
487,4,3,3,4,3,3,4,3,3,3,0,0,0,0,18,1,0,False,True,3.0
488,5,5,5,5,5,5,5,5,5,5,6,2,1,1,0,0,0,False,True,5.0
489,4,3,4,4,4,4,4,4,4,4,0,0,0,0,6,0,0,False,True,3.9
490,3,2,3,3,3,3,3,3,3,3,0,0,0,0,23,0,0,False,True,3.0
491,3,5,2,3,3,2,3,3,3,3,0,0,0,0,21,0,0,False,True,3.0
492,4,2,3,4,4,3,4,4,4,4,0,0,0,0,5,1,0,False,True,3.9
493,5,5,5,4,4,5,5,4,4,5,1,1,0,0,3,0,0,False,True,4.25
494,3,2,3,4,3,3,3,3,3,3,0,0,0,0,22,0,0,False,True,3.0
495,3,5,4,4,4,4,3,4,4,4,3,0,0,0,6,0,0,False,True,3.96
496,3,2,3,3,2,3,3,3,3,3,1,0,0,0,20,1,0,False,True,3.02
497,3,4,3,3,4,2,3,3,3,3,0,0,0,0,26,2,0,False,True,2.99
498,4,3,3,4,4,4,4,4,4,4,0,0,0,0,4,0,0,False,True,3.9
499,3,2,3,3,2,3,3,3,3,3,0,0,0,0,21,0,0,False,True,3.0
500,5,5,4,5,4,5,5,2,5,5,1,0,0,0,2,0,0,True,True,3.92
501,3,2,3,4,2,3,3,2,3,3,0,0,0,0,22,0,0,False,True,2.7
502,5,5,4,5,5,4,5,5,5,5,5,0,0,0,0,0,0,False,True,4.9
503,4,3,3,4,3,4,4,4,4,4,2,2,0,0,5,0,0,False,True,4.0
505,3,4,2,3,3,3,3,3,3,3,0,0,0,0,21,1,0,False,True,3.0
506,2,2,2,2,2,2,2,2,2,2,0,0,0,0,54,7,0,False,True,2.06
507,3,3,4,4,2,4,3,2,3,3,0,0,0,0,27,2,0,False,True,2.69
508,2,2,2,2,2,2,2,2,2,2,0,0,0,0,50,4,0,False,True,2.08
509,4,5,4,5,5,3,4,5,4,4,1,0,0,0,2,0,0,False,True,4.22
510,2,2,2,2,2,2,2,2,2,2,0,0,0,0,87,6,0,False,True,2.07
511,4,3,4,4,3,3,3,3,3,3,0,0,0,0,24,1,0,False,True,3.0
512,3,4,3,3,4,3,2,3,3,3,1,0,0,0,21,1,0,False,True,3.02
513,4,3,3,5,4,4,4,4,4,4,0,0,0,0,3,0,0,False,True,3.9
514,5,4,5,5,4,5,4,4,4,4,1,0,0,0,7,0,0,False,True,3.92
515,5,5,4,4,4,5,4,2,5,4,1,1,0,0,10,0,0,True,True,3.65
516,3,3,4,4,3,3,4,3,3,3,0,0,0,0,21,0,0,False,True,3.0
517,3,2,4,4,2,3,3,3,3,3,0,0,0,0,25,2,0,False,True,2.99
518,4,3,4,5,4,4,5,4,4,4,2,1,0,0,2,0,0,False,True,3.97
519,2,2,2,2,2,2,2,2,2,2,0,0,0,0,99,8,0,False,True,2.06
520,4,3,4,4,2,4,4,2,3,3,0,0,0,0,23,0,0,False,True,2.7
521,5,4,4,5,4,4,5,2,5,5,1,0,0,0,12,0,0,True,True,3.92
522,3,2,3,3,3,4,4,4,4,4,0,0,0,0,7,0,0,False,True,3.9
523,2,3,2,2,2,2,2,2,2,2,0,0,0,0,115,7,0,False,True,2.06
524,4,2,3,3,3,3,3,3,3,3,0,0,0,0,22,1,0,False,True,3.0
525,4,2,3,4,3,4,4,4,4,4,1,0,0,0,7,0,0,False,True,3.92
526,3,3,3,3,3,3,2,3,3,3,1,0,0,0,22,1,0,False,True,3.02
527,4,3,3,4,4,4,4,4,4,4,1,0,0,0,8,0,0,False,True,3.92
528,2,2,2,2,2,2,2,2,2,2,0,0,0,0,82,2,0,False,True,2.09
529,4,4,3,4,5,4,4,4,4,4,2,0,0,0,7,0,0,False,True,3.94
530,4,3,4,4,4,4,4,4,4,4,0,0,0,0,7,0,0,False,True,3.9
531,3,5,2,3,3,3,2,3,3,2,0,0,0,0,33,2,0,False,True,2.69
532,2,2,2,2,2,2,2,2,2,2,0,0,0,0,86,6,0,False,True,2.07
533,3,2,3,3,3,3,2,3,3,2,1,0,0,0,32,0,0,False,True,2.72
534,3,3,3,4,3,3,3,3,3,3,0,0,0,0,20,2,0,False,True,2.99
535,3,3,3,4,3,3,3,3,3,3,0,0,0,0,18,0,0,False,True,3.0
536,5,4,4,5,5,4,4,4,4,4,2,0,0,0,5,0,0,False,True,3.94
537,5,5,4,4,5,4,4,4,4,4,1,0,0,0,4,0,0,False,True,3.92
538,4,4,4,5,4,3,4,4,4,4,2,0,0,0,2,0,0,False,True,3.94
539,4,4,3,4,3,3,4,3,3,4,0,0,0,0,21,1,0,False,True,3.29
540,3,2,3,3,2,2,3,2,2,2,0,0,0,0,76,5,0,False,True,2.08
541,3,2,4,4,3,3,2,3,3,3,0,0,0,0,24,0,0,False,True,3.0
542,2,2,2,2,2,2,2,1,3,1,0,0,0,0,103,13,1,True,False,1.69
543,4,4,4,4,4,5,4,4,4,4,1,0,0,0,6,0,0,False,True,3.92
544,4,5,4,4,4,3,4,4,4,4,1,0,0,0,3,0,0,False,True,3.92
545,5,5,4,5,4,5,4,4,5,4,1,0,0,0,1,0,0,False,True,4.22
546,2,2,2,2,2,2,2,2,2,2,0,0,0,0,85,8,0,False,True,2.06
547,2,2,2,2,2,2,2,2,2,2,0,0,0,0,70,6,0,False,True,2.07
548,3,4,3,3,3,3,3,3,3,3,0,0,0,0,19,0,0,False,True,3.0
549,3,2,3,4,2,3,2,2,2,2,0,0,0,0,101,7,0,False,True,2.06
550,5,4,5,5,4,5,4,4,4,4,5,1,0,0,4,0,0,False,True,4.03
551,4,2,4,4,3,4,4,4,4,4,2,0,0,0,6,0,0,False,True,3.94
552,2,2,2,3,2,2,3,2,2,3,0,0,0,0,57,3,0,False,True,2.39
553,5,4,4,5,5,5,4,5,5,5,6,4,3,0,1,0,0,False,True,5.0
554,3,4,3,3,3,3,2,3,3,2,0,0,0,0,28,3,0,False,True,2.69
555,4,5,3,4,4,4,4,4,4,4,0,0,0,0,7,0,0,False,True,3.9
556,3,2,4,3,2,4,3,3,3,3,0,0,0,0,28,0,0,False,True,3.0
557,3,2,4,4,2,3,3,3,3,3,0,0,0,0,28,0,0,False,True,3.0
558,5,4,5,5,5,4,4,4,4,4,1,0,0,0,6,0,0,False,True,3.92
559,5,5,4,4,5,4,5,5,5,5,5,3,3,1,0,0,0,False,True,5.0
560,2,2,2,2,2,2,2,2,2,3,0,0,0,0,109,8,0,True,True,2.36
561,4,4,4,4,4,4,5,4,4,4,3,0,0,0,11,0,0,False,True,3.96
562,3,2,3,3,2,3,3,2,3,3,1,0,0,0,33,0,0,False,True,2.72
563,5,4,4,5,4,5,5,5,5,5,9,3,1,0,0,0,0,False,True,5.0
564,2,2,2,2,2,2,2,2,2,2,0,0,0,0,95,3,0,False,True,2.08
565,3,4,4,3,3,3,2,3,3,3,0,0,0,0,27,2,0,False,True,2.99
566,3,2,3,4,2,4,3,3,4,2,0,0,0,0,24,1,0,True,True,3.0
567,2,3,2,2,3,2,2,2,2,2,0,0,0,0,63,4,0,False,True,2.08
568,4,3,4,4,3,4,4,4,5,2,0,0,0,0,19,0,0,True,True,3.6
569,3,5,2,3,4,3,4,4,3,4,0,0,0,0,9,0,0,False,True,3.6
570,3,2,3,3,3,3,3,3,3,3,0,0,0,0,27,0,0,False,True,3.0
572,3,2,3,3,2,3,3,3,3,3,0,0,0,0,18,0,0,False,True,3.0
573,5,4,5,5,5,4,5,5,5,5,7,2,1,0,1,0,0,False,True,5.0
574,5,5,5,5,4,4,5,4,4,4,3,0,0,0,3,0,0,False,True,3.96
575,3,5,2,2,4,3,3,3,3,3,0,0,0,0,18,2,0,False,True,2.99
576,2,2,2,2,2,2,2,2,2,2,0,0,0,0,67,6,0,False,True,2.07
577,4,4,3,4,4,4,3,4,4,4,0,0,0,0,3,0,0,False,True,3.9
578,4,5,3,4,5,4,4,4,4,4,1,0,0,0,7,0,0,False,True,3.92
579,2,3,2,3,3,2,3,3,3,3,0,0,0,0,26,0,0,False,True,3.0
580,2,2,2,2,2,2,2,2,2,2,0,0,0,0,71,4,0,False,True,2.08
581,5,4,4,5,5,4,4,5,4,4,1,0,0,0,3,0,0,False,True,4.22
582,3,2,3,3,3,3,3,3,3,3,0,0,0,0,31,0,0,False,True,3.0
583,2,2,2,2,2,2,2,2,2,2,0,0,0,0,101,2,0,False,True,2.09
584,4,3,3,4,3,3,4,3,3,4,0,0,0,0,17,0,0,False,True,3.3
585,5,4,4,5,4,5,5,5,5,5,3,2,2,1,0,0,0,False,True,5.0
586,4,2,3,3,3,5,3,4,4,4,2,0,0,0,5,0,0,False,True,3.94
587,5,3,4,4,4,4,5,4,4,5,0,0,0,0,1,0,0,False,True,4.2
588,2,2,2,2,2,2,2,3,2,2,0,0,0,0,102,5,0,True,True,2.38
589,2,3,2,2,2,2,2,2,2,2,0,0,0,0,95,6,0,True,True,2.07
590,3,5,3,3,4,2,3,3,3,3,0,0,0,0,24,0,0,False,True,3.0
591,5,5,4,4,5,5,4,5,5,5,6,2,2,1,0,0,0,False,True,5.0
592,5,4,4,5,4,4,5,4,4,4,3,1,0,0,5,0,0,False,True,3.99
593,2,2,2,3,2,2,2,2,2,2,0,0,0,0,59,1,0,False,True,2.1
594,5,3,4,4,4,4,4,4,4,4,3,1,0,0,2,0,0,False,True,3.99
595,5,5,5,5,5,5,4,5,5,5,5,2,2,1,0,0,0,False,True,5.0
596,2,2,2,2,2,2,2,2,2,2,0,0,0,0,81,4,0,False,True,2.08
597,2,2,2,2,2,2,2,2,2,2,0,0,0,0,93,4,0,False,True,2.08
598,2,2,2,2,2,2,2,3,2,1,0,0,0,0,80,1,0,True,False,2.1
599,4,5,4,4,4,4,4,4,4,4,0,0,0,0,1,0,0,False,True,3.9
600,3,2,3,3,2,3,3,3,3,3,0,0,0,0,15,0,0,False,True,3.0
601,4,5,4,3,3,3,2,3,3,3,0,0,0,0,26,1,0,False,True,3.0
602,4,4,3,4,4,3,3,4,3,3,0,0,0,0,14,0,0,False,True,3.3
603,5,5,5,5,5,4,5,5,5,5,5,2,2,0,0,0,0,False,True,5.0
604,4,2,3,4,4,4,4,4,4,4,1,0,0,0,3,0,0,False,True,3.92
605,3,4,3,4,3,3,3,3,3,3,0,0,0,0,21,0,0,False,True,3.0
606,5,5,4,5,5,5,5,5,5,5,8,5,4,0,0,0,0,False,True,5.0
607,3,5,4,4,3,3,3,3,3,3,0,0,0,0,27,1,0,False,True,3.0
608,2,3,2,3,2,3,2,2,2,2,0,0,0,0,73,1,0,False,True,2.1
609,4,3,3,4,3,3,5,3,4,4,0,0,0,0,12,0,0,False,True,3.6
610,2,2,2,2,2,2,2,2,2,2,0,0,0,0,58,3,0,False,True,2.08
611,2,2,2,2,2,2,2,2,2,2,0,0,0,0,90,11,1,True,True,2.0
612,5,4,4,5,4,4,4,4,4,4,2,0,0,0,7,0,0,False,True,3.94
613,2,3,2,2,2,2,2,2,2,2,0,0,0,0,65,9,0,False,True,2.06
614,4,3,3,4,4,3,4,4,4,4,0,0,0,0,6,0,0,False,True,3.9
615,2,3,2,2,2,2,2,2,2,2,0,0,0,0,94,8,0,False,True,2.06
616,4,3,3,4,3,5,3,1,5,4,0,0,0,0,10,0,0,True,False,3.3
617,5,5,4,4,5,4,5,5,5,5,5,1,1,1,0,0,0,False,True,5.0
618,2,2,2,2,2,2,2,2,2,3,0,0,0,0,104,8,0,True,True,2.36
619,2,2,2,3,2,2,2,2,2,2,0,0,0,0,137,7,0,True,True,2.06
620,2,2,2,2,2,2,2,2,2,2,0,0,0,0,93,10,1,False,True,2.0
621,4,3,4,4,4,3,5,4,4,5,3,1,0,0,3,0,0,False,True,4.29
622,5,5,4,5,4,4,5,4,4,4,1,0,0,0,9,0,0,False,True,3.92
623,4,5,4,4,4,3,4,4,4,4,1,0,0,0,2,0,0,False,True,3.92
624,4,3,3,4,3,4,3,3,3,3,0,0,0,0,15,0,0,False,True,3.0
625,5,5,5,5,5,4,4,4,4,4,0,0,0,0,14,0,0,False,True,3.9
626,3,2,3,3,3,3,4,3,3,3,0,0,0,0,24,0,0,False,True,3.0
627,4,5,5,4,5,4,3,4,4,4,1,0,0,0,2,0,0,False,True,3.92
628,4,4,4,4,4,4,3,4,4,4,1,0,0,0,7,0,0,False,True,3.92
629,5,4,4,5,4,4,5,4,4,4,0,0,0,0,7,0,0,False,True,3.9
630,5,4,5,5,5,5,5,5,5,5,6,1,1,0,1,0,0,False,True,4.98
631,4,4,3,4,4,3,4,4,4,4,0,0,0,0,7,0,0,False,True,3.9
632,3,4,4,3,3,3,3,3,3,3,0,0,0,0,24,0,0,False,True,3.0
633,3,2,4,4,3,3,3,3,3,3,0,0,0,0,22,2,0,False,True,2.99
634,4,3,3,4,3,3,3,3,3,3,0,0,0,0,15,1,0,False,True,3.0
635,4,2,3,4,3,3,4,3,3,3,1,0,0,0,17,2,0,False,True,3.01
636,5,3,4,5,5,4,5,5,5,5,7,5,5,3,0,0,0,False,True,5.0
637,4,3,3,3,3,3,4,3,3,3,0,0,0,0,17,0,0,False,True,3.0
638,5,4,4,5,4,5,5,5,5,5,5,1,0,0,0,0,0,False,True,4.93
639,2,2,2,2,2,2,2,2,2,2,0,0,0,0,110,9,0,False,True,2.06
640,5,5,5,5,5,5,5,5,5,5,4,2,1,0,0,0,0,False,True,4.97
641,4,3,3,4,3,4,4,4,4,4,0,0,0,0,3,0,0,False,True,3.9
642,3,2,4,4,2,3,3,3,3,3,0,0,0,0,28,0,0,False,True,3.0
643,3,2,3,4,2,3,3,3,3,3,0,0,0,0,17,1,0,False,True,3.0
644,5,5,5,5,5,5,5,5,5,5,5,2,1,0,0,0,0,False,True,4.99
645,3,4,4,3,3,3,3,3,3,3,0,0,0,0,18,1,0,False,True,3.0
646,4,5,4,4,4,4,4,4,4,4,2,0,0,0,4,0,0,False,True,3.94
